name,start_date,end_date,agency,unit,acres,type,receptors,lat,lng,approval_type,elevation,airshed,class1,nonattainment,added_on
Ponderosa Restoration Broadcast,11/15/2015,11/20/2015,USFS,UWC NF South Zone,150,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.605,-111.103,Historical,7400,"16 - Above 6,500 feet
",0,0,11/13/2015
D4 Administrative Piles Rx,11/16/2015,11/20/2015,USFS,Fishlake NF Richfield,15,Piles,Gooseberry Campground,38.934,-111.482,Historical,6500,"16 - Above 6,500 feet
",0,0,11/13/2015
North Slope Piles,11/16/2015,11/22/2015,State,Northeastern Area,10,Piles,,40.964,-110.859,Historical,8300,"16 - Above 6,500 feet
",0,0,11/12/2015
North Slope Piles,1/16/2015,1/17/2015,State,Northeastern Area,1.5,Piles,,40.964,-110.859,Historical,8300,"16 - Above 6,500 feet
",0,0,11/12/2015
South Fork Chalk Creek,12/7/2015,12/13/2015,State,Northeastern Area,25,Piles,"Coalville, Chalk Creek Gas Plant, Emory",40.933,-111.271,Historical,6700,"16 - Above 6,500 feet
",0,0,11/12/2015
Maintenance Piles,11/11/2015,11/17/2015,NPS,Utah NPS Units,6,Piles,"Tropic, Bryce City",37.653,-112.163,Historical,7432,"16 - Above 6,500 feet
",1,0,11/10/2015
Ashley NF Piles,11/16/2015,11/22/2015,USFS,Ashley NF East Zone,100,Piles,"Helper/Price, Soldier Summit, Duchesne",39.876,-110.876,Historical,8900,"16 - Above 6,500 feet
",0,0,11/10/2015
Beaver Ranger District Slash Piles,11/10/2015,11/16/2015,USFS,Fishlake NF Beaver,5,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,11/10/2015
Midway Deer Valley Piles,11/9/2015,11/15/2015,USFS,Dixie NF Cedar City,20,Piles,,37.558,-112.792,Historical,8600,"16 - Above 6,500 feet
",0,0,11/9/2015
South Zone Pile Burn,11/10/2015,11/16/2015,USFS,UWC NF South Zone,10,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,11/9/2015
Gooseberry,11/12/2015,11/19/2015,State,Central Area,1,Piles,Fairview,39.667,-111.279,Historical,9000,1 - N. West Desert,0,0,11/9/2015
Duck Creek Fuels Piles,11/10/2015,11/16/2015,USFS,Dixie NF Cedar City,2000,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,11/9/2015
Cedar City Piles,11/10/2015,11/16/2015,USFS,Dixie NF Cedar City,200,Piles,"Long Valley Jct., Duck Creek Village, Hatch",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,11/9/2015
Reservation Ridge,11/9/2015,11/15/2015,BLM,West Desert District,20,Broadcast,"Highway 6, Highway 191, Helper, Utah",39.873,-110.872,Historical,9400,"16 - Above 6,500 feet
",0,0,11/8/2015
Rush Valley RX,11/9/2015,11/15/2015,BLM,West Desert District,100,Broadcast,"Ophir, Stockton, Rush Valley",40.298,-112.533,Historical,4800,1 - N. West Desert,0,0,11/8/2015
North Slope Piles,11/9/2015,11/12/2015,State,Northeastern Area,10,Piles,,40.964,-110.859,Historical,8300,"16 - Above 6,500 feet
",0,0,11/6/2015
Upper Santa Clara,11/9/2015,11/15/2015,USFS,Dixie NF Pine Valley,50,Piles,"Veyo, Pine Valley, Central",37.377,-113.471,Historical,6650,"16 - Above 6,500 feet
",0,0,11/6/2015
Devil Canyon,11/6/2015,11/12/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"16 - Above 6,500 feet
",0,0,11/5/2015
D4 Administrative Piles Rx,11/9/2015,11/13/2015,USFS,Fishlake NF Richfield,15,Piles,Gooseberry Campground,38.933,-111.487,Historical,6500,"16 - Above 6,500 feet
",0,0,11/4/2015
Devil Canyon,3/9/2015,3/15/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,11/4/2015
Devil Canyon,2/24/2015,3/7/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,11/4/2015
Devil Canyon,1/28/2015,2/3/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,11/4/2015
Devil Canyon,1/21/2015,1/27/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,11/4/2015
Devil Canyon,1/13/2015,1/17/2015,BLM,Canyon Country District,100,Piles,"HWY 191, Canyon Terrace Subdivision",37.69,-109.347,Historical,5577,"15 - San Juan R.
",0,0,11/4/2015
Devil Canyon,3/9/2015,3/15/2015,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,1 - N. West Desert,0,0,11/4/2015
Devil Canyon,2/24/2015,3/7/2015,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,1 - N. West Desert,0,0,11/4/2015
Devil Canyon,1/28/2015,2/3/2015,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,1 - N. West Desert,0,0,11/4/2015
Devil Canyon,1/21/2015,11/27/2015,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,1 - N. West Desert,0,0,11/4/2015
Devil Canyon,1/13/2015,11/17/2015,BLM,Canyon Country District,100,Piles,,37.69,-109.347,Historical,5577,1 - N. West Desert,0,0,11/4/2015
Little Valley,6/2/2015,6/9/2015,BLM,West Desert District,600,Broadcast,"Scipio, Yuba State Park, Gunnision",39.131,-112.055,Historical,4058,"8 - S. Wasatch Front
",0,0,11/3/2015
Little Valley,5/26/2015,6/1/2015,BLM,West Desert District,608,Broadcast,"Scipio, Yuba State Park, Gunnision",39.131,-112.055,Historical,4058,"8 - S. Wasatch Front
",0,0,11/3/2015
Little Valley,4/19/2015,4/25/2015,BLM,West Desert District,658,Broadcast,"Scipio, Yuba State Park, Gunnision",39.131,-112.055,Historical,4058,"8 - S. Wasatch Front
",0,0,11/3/2015
Little Valley,4/13/2015,4/19/2015,BLM,West Desert District,658,Broadcast,"Scipio, Yuba State Park, Gunnision",39.131,-112.055,Historical,4058,"8 - S. Wasatch Front
",0,0,11/3/2015
Little Valley,11/9/2015,11/15/2015,BLM,West Desert District,600,Broadcast,"Scipio, Yuba State Park, Gunnision",39.124,-112.034,Historical,4058,"8 - S. Wasatch Front
",0,0,11/3/2015
Beaver Ranger District Slash Piles,11/3/2015,11/9/2015,USFS,Fishlake NF Beaver,10,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,11/3/2015
Ponderosa Restoration Broadcast,11/5/2015,11/11/2015,USFS,UWC NF South Zone,350,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.605,-111.103,Historical,7400,"16 - Above 6,500 feet
",0,0,11/2/2015
South Zone Pile Burn,11/5/2015,11/11/2015,USFS,UWC NF South Zone,20,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,11/2/2015
Duck Creek Fuels Piles,11/3/2015,11/9/2015,USFS,Dixie NF Cedar City,1500,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,11/2/2015
Cedar City Piles,11/3/2015,11/9/2015,USFS,Dixie NF Cedar City,150,Piles,"Long Valley Jct., Duck Creek Village, Hatch",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,11/2/2015
Cooper Knoll Central,11/3/2015,11/9/2015,USFS,Dixie NF Cedar City,600,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,11/2/2015
"North Beaver, Merchant Valley",11/1/2015,11/1/2015,USFS,Fishlake NF Beaver,100,Broadcast,,38.304,-112.428,Historical,8500,"16 - Above 6,500 feet
",0,0,10/31/2015
Salina Creek Unit 5 Rx,11/1/2015,11/2/2015,USFS,Fishlake NF Richfield,200,Stand Replace,"Acord Lakes/Salina Creek, SUFCO Mine, Emery",38.953,-111.42,Historical,8200,"16 - Above 6,500 feet
",0,0,10/30/2015
Beaver Ranger District Slash Piles,11/2/2015,11/8/2015,USFS,Fishlake NF Beaver,10,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,10/30/2015
"North Beaver, Mud Flat / Duncan Creek",11/2/2015,11/8/2015,USFS,Fishlake NF Beaver,500,Broadcast,,38.284,-112.475,Historical,7000,"16 - Above 6,500 feet
",0,0,10/30/2015
"North Beaver, Merchant Valley",11/2/2015,11/8/2015,USFS,Fishlake NF Beaver,500,Broadcast,,38.304,-112.428,Historical,8500,"16 - Above 6,500 feet
",0,0,10/30/2015
Rush Valley RX,11/2/2015,11/8/2015,BLM,West Desert District,279,Broadcast,"Ophir, Stockton, Rush Valley",40.298,-112.533,Historical,4800,1 - N. West Desert,0,0,10/29/2015
Gooseberry,10/29/2015,11/4/2015,State,Central Area,1,Piles,Fairview,39.667,-111.279,Historical,9000,"16 - Above 6,500 feet
",0,0,10/28/2015
Reservation Ridge Sage,11/2/2015,11/8/2015,USFS,Ashley NF West Zone,800,Broadcast,"Soldier Summit, Duchesne, Helper",39.919,-110.874,Historical,8800,"16 - Above 6,500 feet
",0,0,10/27/2015
Ashley NF Piles,11/2/2015,11/8/2015,USFS,Ashley NF East Zone,300,Piles,"Helper/Price, Soldier Summit, Duchesne",39.876,-110.876,Historical,8900,"16 - Above 6,500 feet
",0,0,10/27/2015
Harold Crane,10/27/2015,11/2/2015,State,Bear River Area,450,Broadcast,Interstate 15/84,41.336,-112.138,Historical,4205,"4 - Cache/Bear R.
",0,1,10/26/2015
Duck Creek Fuels Piles,10/27/2015,11/2/2015,USFS,Dixie NF Cedar City,1000,Partial Burn,"Duck Creek Village, Strawberry Subdivision",37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,10/26/2015
Cedar City Piles,10/27/2015,11/2/2015,USFS,Dixie NF Cedar City,100,Piles,"Long Valley Jct., Duck Creek Village, Hatch",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,10/26/2015
Cooper Knoll Central,10/27/2015,11/2/2015,USFS,Dixie NF Cedar City,400,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,10/26/2015
Midway Deer Valley Piles,10/27/2015,11/2/2015,USFS,Dixie NF Cedar City,201,Piles,,37.558,-112.792,Historical,8600,"16 - Above 6,500 feet
",0,0,10/26/2015
Maintenance Piles,10/29/2015,11/4/2015,NPS,Utah NPS Units,15,Piles,"Bryce Canyon City, Escalante, Tropic",37.624,-112.177,Historical,7432,"16 - Above 6,500 feet
",1,0,10/26/2015
Color Country Piles,10/28/2015,10/30/2015,BLM,Color Country District,3,Piles,Modena,37.777,-113.894,Historical,2800,"2 - S. West Desert
",0,0,10/26/2015
North Slope Piles,10/26/2015,10/29/2015,State,Northeastern Area,5,Piles,,40.964,-110.859,Historical,8300,"16 - Above 6,500 feet
",0,0,10/26/2015
Beaver Ranger District Slash Piles,10/27/2015,11/2/2015,USFS,Fishlake NF Beaver,10,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,10/26/2015
Mill City,10/27/2015,11/2/2015,USFS,UWC NF North Zone,913,Broadcast,"Lonetree, Robertson, Evanston",40.881,-110.842,Historical,8880,"16 - Above 6,500 feet
",0,0,10/26/2015
South Zone Pile Burn,10/27/2015,10/30/2015,USFS,UWC NF South Zone,10,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,10/26/2015
D1 Ponderosa ,10/26/2015,11/1/2015,USFS,Ashley NF East Zone,500,Broadcast,"Red Canyon Lodge, Manila, Dutch John",40.876,-109.517,Historical,8000,"16 - Above 6,500 feet
",0,0,10/24/2015
Cedar City Piles,10/20/2015,10/26/2015,USFS,Dixie NF Cedar City,200,Piles,"Long Valley Jct., Duck Creek Village, Hatch",37.545,-112.646,Historical,7300,"16 - Above 6,500 feet
",0,0,10/23/2015
Duck Creek Fuels Piles,10/20/2015,10/26/2015,USFS,Dixie NF Cedar City,500,Partial Burn,,37.497,-112.645,Historical,7300,"16 - Above 6,500 feet
",0,0,10/23/2015
Midway Deer Valley Piles,10/20/2015,10/26/2015,USFS,Dixie NF Cedar City,200,Piles,,37.558,-112.792,Historical,8600,"16 - Above 6,500 feet
",0,0,10/23/2015
South Zone Pile Burn,10/19/2015,10/23/2015,USFS,UWC NF South Zone,10,Piles,,40.477,-111.086,Historical,4000,"16 - Above 6,500 feet
",0,0,10/17/2015
D1 Ponderosa ,10/16/2015,10/22/2015,USFS,Ashley NF East Zone,500,Broadcast,"Red Canyon Lodge, Manila, Dutch John",40.876,-109.517,Historical,8000,"16 - Above 6,500 feet
",0,0,10/15/2015
North Flank,10/16/2015,10/22/2015,USFS,Ashley NF East Zone,922,Broadcast,"Manila, HWY 44",40.912,-109.892,Historical,8000,"16 - Above 6,500 feet
",0,0,10/15/2015
Ponderosa Restoration Broadcast,10/19/2015,10/26/2015,USFS,UWC NF South Zone,60,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.602,-111.105,Historical,7400,"16 - Above 6,500 feet
",0,0,10/15/2015
Reservation Ridge Sage,10/20/2015,10/25/2015,USFS,Ashley NF West Zone,1000,Broadcast,"Soldier Summit, Duchesne, Helper",39.919,-110.874,Historical,8800,"16 - Above 6,500 feet
",0,0,10/14/2015
"North Beaver, Merchant Valley",10/26/2015,11/1/2015,USFS,Fishlake NF Beaver,500,Broadcast,,38.304,-112.428,Historical,8500,"16 - Above 6,500 feet
",0,0,10/13/2015
Color Country Piles,10/13/2015,10/16/2015,BLM,Color Country District,5,Piles,Modena,37.777,-113.894,Historical,2800,"2 - S. West Desert
",0,0,10/10/2015
Cooper Knoll Central,10/14/2015,10/20/2015,USFS,Dixie NF Cedar City,700,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,10/9/2015
Reservation Ridge Sage,10/13/2015,10/19/2015,USFS,Ashley NF West Zone,900,Broadcast,"Soldier Summit, Duchesne, Helper",39.919,-110.874,Historical,8800,"16 - Above 6,500 feet
",0,0,10/8/2015
Salina Creek Unit 5 Rx,10/11/2015,10/17/2015,USFS,Fishlake NF Richfield,1000,Stand Replace,"Acord Lakes/Salina Creek, SUFCO Mine, Emery",38.953,-111.42,Historical,8200,"16 - Above 6,500 feet
",0,0,10/7/2015
North Flank,10/8/2015,10/14/2015,USFS,Ashley NF East Zone,922,Broadcast,"HWY 44, Manila",40.912,-109.892,Historical,8000,"16 - Above 6,500 feet
",0,0,10/7/2015
D1 Ponderosa ,10/8/2015,10/14/2015,USFS,Ashley NF East Zone,500,Broadcast,"Red Canyon Lodge, Manila, Dutch John",40.876,-109.517,Historical,8000,"16 - Above 6,500 feet
",0,0,10/7/2015
Zion Piles,10/6/2015,10/7/2015,NPS,Utah NPS Units,1,Piles,Springdale,37.205,-112.978,Historical,3900,"3 - Virgin R.
",1,0,10/6/2015
South Zone Pile Burn,10/6/2015,10/12/2015,USFS,UWC NF South Zone,2,Piles,,39.983,-111.159,Historical,4000,"16 - Above 6,500 feet
",0,0,10/5/2015
Salina Creek Units 123 Rx,10/7/2015,10/9/2015,USFS,Fishlake NF Richfield,100,Broadcast,"I 70, Acord Lakes, SUFCO Mine",38.942,-111.511,Historical,7200,"16 - Above 6,500 feet
",0,0,10/5/2015
South Zone Pile Burn,10/5/2015,10/9/2015,USFS,UWC NF South Zone,20,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,10/2/2015
Argyle,10/5/2015,10/8/2015,State,Northeastern Area,20,Piles,"Soldier Summit, Helper, Duchesne",39.88,-110.733,Historical,7200,"16 - Above 6,500 feet
",0,0,10/1/2015
Tamarisk Programatic,10/5/2015,10/9/2015,BLM,Canyon Country District,1,Piles,Cisco,39.002,-109.138,Historical,3924,12 - Upper Colo. R.,0,0,10/1/2015
West Fork,10/5/2015,10/11/2015,USFS,Dixie NF Escalante,320,Broadcast,"Capitol Reef National Park, Boulder, Utah, Box-Death Hollow Wilderness",38.003,-111.482,Historical,7770,"16 - Above 6,500 feet
",0,0,9/30/2015
Reservation Ridge Sage,10/1/2015,10/7/2015,USFS,Ashley NF West Zone,1200,Broadcast,"Soldier Summit, Duchesne, Helper",39.919,-110.874,Historical,8800,"16 - Above 6,500 feet
",0,0,9/28/2015
Salina Creek Unit 5 Rx,9/30/2015,10/2/2015,USFS,Fishlake NF Richfield,400,Stand Replace,"Acord Lakes/Salina Creek, SUFCO Mine, Emery",38.953,-111.42,Historical,8200,"16 - Above 6,500 feet
",0,0,9/28/2015
McWilliams (EAST),10/9/2015,10/15/2015,State,Central Area,315,Broadcast,,39.617,-111.853,Historical,5315,"8 - S. Wasatch Front
",0,0,9/28/2015
Blacksmith Fork,9/29/2015,10/5/2015,USFS,UWC NF North Zone,1200,Broadcast,"Bear lake/ Garden Village, Logan",41.744,-111.605,Historical,6100,"16 - Above 6,500 feet
",0,0,9/28/2015
Harold Crane,9/29/2015,10/4/2015,State,Bear River Area,500,Broadcast,Interstate 15/84,41.336,-112.138,Historical,4205,"5 - N. Wasatch Front
",0,1,9/21/2015
Jim McWilliams (West),9/18/2015,9/24/2015,State,Central Area,66,Broadcast,"Levan, Mills",39.548,-111.945,Historical,5220,"8 - S. Wasatch Front
",0,0,9/17/2015
South Zone Pile Burn,9/20/2015,9/26/2015,USFS,UWC NF South Zone,5,Piles,,39.986,-111.171,Historical,4000,"16 - Above 6,500 feet
",0,0,9/16/2015
North Flank,9/21/2015,9/27/2015,USFS,Ashley NF East Zone,922,Broadcast,"HWY 44, Manila",40.912,-109.892,Historical,8000,"16 - Above 6,500 feet
",0,0,9/15/2015
D1 Ponderosa ,9/7/2015,9/13/2015,USFS,Ashley NF East Zone,3500,Broadcast,"Red Canyon Lodge, Manila, Dutch John",40.876,-109.517,Historical,8000,"16 - Above 6,500 feet
",0,0,9/15/2015
D4 Administrative Piles Rx,7/15/2015,7/21/2015,USFS,Fishlake NF Richfield,0.1,Piles,Gooseberry Campground,38.8,-111.683,Historical,6500,"16 - Above 6,500 feet
",0,0,7/14/2015
Cold Springs Rx Phase II,6/17/2015,6/20/2015,State,Southeastern Area,700,Stand Replace,"Sunnyside City, Columbia , Myton",39.497,-110.166,Historical,8300,"16 - Above 6,500 feet
",0,0,6/11/2015
BSA-Watson Fuel Break,3/2/2015,3/7/2015,State,Central Area,2,Piles,"Mt. Pleasant, Moroni, Spring City",39.493,-111.394,Historical,6798,"16 - Above 6,500 feet
",0,0,6/10/2015
Long Ridge,3/19/2015,3/20/2015,State,Wasatch Front Area,25,Piles,"Eagle Mountain, Cedar Fort, Saratoga Springs",40.36,-112.103,Historical,5450,"8 - S. Wasatch Front
",0,1,6/9/2015
Cooper Knoll Central,6/11/2015,6/17/2015,USFS,Dixie NF Cedar City,600,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,6/8/2015
Cooper Knoll Central,6/4/2015,6/10/2015,USFS,Dixie NF Cedar City,600,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,6/3/2015
Antimony,6/2/2015,6/8/2015,BLM,Color Country District,20,Broadcast,Antimony,38.03,-112.018,Historical,7024,"16 - Above 6,500 feet
",0,0,6/1/2015
South Zone Pile Burn,5/30/2015,6/5/2015,USFS,UWC NF South Zone,100,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,5/29/2015
Big Cottonwood Beetle Kill,6/2/2015,6/5/2015,State,Wasatch Front Area,3,Piles,"Brighton, Solitude",40.605,-111.584,Historical,7680,"16 - Above 6,500 feet
",0,1,5/29/2015
Big Cottonwood Beetle Kill,5/27/2015,6/1/2015,State,Wasatch Front Area,10,Piles,"Brighton, Solitude",40.605,-111.584,Historical,7680,"16 - Above 6,500 feet
",0,1,5/26/2015
South Zone Pile Burn,5/25/2015,5/29/2015,USFS,UWC NF South Zone,40,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,5/20/2015
Cooper Knoll Central,5/13/2015,5/19/2015,USFS,Dixie NF Cedar City,900,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,5/12/2015
Little Valley,4/13/2015,4/19/2015,BLM,West Desert District,658,Broadcast,"Scipio, Yuba State Park, Gunnision",39.131,-112.055,Historical,4058,"8 - S. Wasatch Front
",0,0,5/5/2015
Beaver Ranger District Slash Piles,5/5/2015,5/11/2015,USFS,Fishlake NF Beaver,0.1,Piles,,38.237,-112.467,Historical,6500,"16 - Above 6,500 feet
",0,0,5/5/2015
South Zone Pile Burn,5/4/2015,5/10/2015,USFS,UWC NF South Zone,20,Piles,,40.544,-111.04,Historical,4000,"16 - Above 6,500 feet
",0,0,4/30/2015
Public Shooting Grounds,4/27/2015,5/3/2015,State,Bear River Area,600,Broadcast,,41.556,-112.306,Historical,4200,1 - N. West Desert,0,1,4/24/2015
Salt Creek WMA,4/27/2015,5/3/2015,State,Bear River Area,600,Broadcast,Interstate 15/84/Tremonton,41.638,-112.254,Historical,4200,1 - N. West Desert,0,0,4/24/2015
Zion Grass RX,5/6/2015,5/8/2015,NPS,Utah NPS Units,14,Broadcast,,37.211,-112.977,Historical,3999,"3 - Virgin R.
",1,0,4/23/2015
Cooper Knoll Central,4/20/2015,4/26/2015,USFS,Dixie NF Cedar City,800,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,4/17/2015
South Zone Pile Burn,4/20/2015,4/26/2015,USFS,UWC NF South Zone,100,Piles,,40.481,-111.085,Historical,4000,"16 - Above 6,500 feet
",0,0,4/16/2015
"North Beaver, Mud Flat / Duncan Creek",4/16/2015,4/22/2015,USFS,Fishlake NF Beaver,500,Broadcast,,38.284,-112.475,Historical,7000,"16 - Above 6,500 feet
",0,0,4/15/2015
Deseret East,4/13/2015,4/17/2015,State,Bear River Area,20,Broadcast,,41.308,-111.302,Historical,6500,"16 - Above 6,500 feet
",0,0,4/9/2015
Rich Piles,5/19/2015,5/21/2015,State,Bear River Area,0.5,Piles,,41.459,-111.151,Historical,5000,"6 - Wasatch back
",0,0,4/9/2015
Green River District Programmatic Pile Plan,1/11/2015,1/17/2015,BLM,Green River District,28,Piles,,40.572,-109.659,Historical,4800,"16 - Above 6,500 feet
",0,0,4/9/2015
Cooper Knoll Central,4/13/2015,4/19/2015,USFS,Dixie NF Cedar City,800,Broadcast,,37.719,-112.599,Historical,7800,"16 - Above 6,500 feet
",0,0,4/9/2015
"North Beaver, Merchant Valley",4/8/2015,4/14/2015,USFS,Fishlake NF Beaver,1000,Broadcast,,38.304,-112.428,Historical,8500,"16 - Above 6,500 feet
",0,0,4/6/2015
"North Beaver, Mud Flat / Duncan Creek",4/8/2015,4/14/2015,USFS,Fishlake NF Beaver,1000,Broadcast,,38.284,-112.475,Historical,7000,"16 - Above 6,500 feet
",0,0,4/6/2015
Pocket Mesa,4/13/2015,4/17/2015,NPS,Utah NPS Units,4000,Broadcast,Zion Canyon and Springdale,37.358,-113.056,Historical,7300,"16 - Above 6,500 feet
",1,0,4/2/2015
"North Beaver, Mud Flat / Duncan Creek",3/28/2015,4/3/2015,USFS,Fishlake NF Beaver,500,Broadcast,,38.284,-112.475,Historical,7000,"16 - Above 6,500 feet
",0,0,3/26/2015
Grouse Creek Piles,4/15/2015,4/21/2015,State,Bear River Area,250,Piles,,41.681,-113.819,Historical,5200,1 - N. West Desert,0,1,3/24/2015
North Beaver Baker Face,3/30/2015,4/5/2015,USFS,Fishlake NF Beaver,1000,Broadcast,,38.291,-112.55,Historical,6500,"16 - Above 6,500 feet
",0,0,3/24/2015
Bear River Wetlands,4/7/2015,4/13/2015,FWS,Rocky/Basin Refuges,600,Broadcast,,41.418,-112.227,Historical,4200,"4 - Cache/Bear R.
",0,1,3/24/2015
Antimony,1/22/2015,1/28/2015,BLM,Color Country District,5,Broadcast,Antimony,38.03,-112.018,Historical,7024,"13 - Sevier R.
",0,0,3/13/2015
Antimony,1/15/2015,1/21/2015,BLM,Color Country District,5,Broadcast,Antimony,38.03,-112.018,Historical,7024,"13 - Sevier R.
",0,0,3/13/2015
North Beaver Baker Face,2/2/2015,2/6/2015,USFS,Fishlake NF Beaver,1000,Broadcast,,38.291,-112.55,Historical,6500,"16 - Above 6,500 feet
",0,0,2/12/2015
North Beaver Baker Face,2/9/2015,2/13/2015,USFS,Fishlake NF Beaver,1000,Broadcast,,38.291,-112.55,Historical,6500,"16 - Above 6,500 feet
",0,0,2/12/2015
North Beaver Baker Face,1/26/2015,1/30/2015,USFS,Fishlake NF Beaver,1000,Broadcast,"Eagle Point Ski Area, Beaver, Utah, Richfield, Utah",38.291,-112.55,Historical,6500,"16 - Above 6,500 feet
",0,0,2/12/2015
